ID,Count,Year,Month,Day,DateFull
2254,12,2022,5,10,5/10/2022
2255,461,2022,5,11,5/11/2022
2256,468,2022,5,12,5/12/2022
2257,533,2022,5,13,5/13/2022
2258,358,2022,5,14,5/14/2022
2259,226,2022,5,15,5/15/2022
2260,460,2022,5,16,5/16/2022
2261,463,2022,5,17,5/17/2022
2262,439,2022,5,18,5/18/2022
2263,430,2022,5,19,5/19/2022
2264,490,2022,5,20,5/20/2022
2265,285,2022,5,21,5/21/2022
2266,213,2022,5,22,5/22/2022
2267,422,2022,5,23,5/23/2022
2268,382,2022,5,24,5/24/2022
2269,403,2022,5,25,5/25/2022
2270,411,2022,5,26,5/26/2022
2271,487,2022,5,27,5/27/2022
2272,238,2022,5,28,5/28/2022
2273,209,2022,5,29,5/29/2022
2274,194,2022,5,30,5/30/2022
2275,447,2022,5,31,5/31/2022
2276,459,2022,6,1,6/1/2022
2277,335,2022,6,2,6/2/2022
2278,65,2022,6,5,6/5/2022
2279,439,2022,6,6,6/6/2022
2280,306,2022,6,7,6/7/2022
2281,323,2022,6,8,6/8/2022
2282,356,2022,6,9,6/9/2022
2283,378,2022,6,10,6/10/2022
2284,231,2022,6,11,6/11/2022
2285,195,2022,6,12,6/12/2022
2286,280,2022,6,13,6/13/2022
2287,254,2022,6,14,6/14/2022
2288,319,2022,6,15,6/15/2022
2289,338,2022,6,16,6/16/2022
2290,402,2022,6,17,6/17/2022
2291,226,2022,6,18,6/18/2022
2292,206,2022,6,19,6/19/2022
2293,280,2022,6,20,6/20/2022
2294,323,2022,6,21,6/21/2022
2295,316,2022,6,22,6/22/2022
2296,316,2022,6,23,6/23/2022
2297,327,2022,6,24,6/24/2022
2298,217,2022,6,25,6/25/2022
2299,197,2022,6,26,6/26/2022
2300,264,2022,6,27,6/27/2022
2301,270,2022,6,28,6/28/2022
2302,319,2022,6,29,6/29/2022
2303,308,2022,6,30,6/30/2022
2304,368,2022,7,1,7/1/2022
2305,214,2022,7,2,7/2/2022
2306,152,2022,7,3,7/3/2022
2307,206,2022,7,4,7/4/2022
2308,308,2022,7,5,7/5/2022
2309,325,2022,7,6,7/6/2022
2310,330,2022,7,7,7/7/2022
2311,345,2022,7,8,7/8/2022
2312,248,2022,7,9,7/9/2022
2313,224,2022,7,10,7/10/2022
2314,301,2022,7,11,7/11/2022
2315,314,2022,7,12,7/12/2022
2316,322,2022,7,13,7/13/2022
2317,378,2022,7,14,7/14/2022
2318,380,2022,7,15,7/15/2022
2319,303,2022,7,16,7/16/2022
2320,223,2022,7,17,7/17/2022
2321,354,2022,7,18,7/18/2022
2322,322,2022,7,19,7/19/2022
2323,332,2022,7,20,7/20/2022
2324,369,2022,7,21,7/21/2022
2325,397,2022,7,22,7/22/2022
2326,273,2022,7,23,7/23/2022
2327,218,2022,7,24,7/24/2022
2328,276,2022,7,25,7/25/2022
2329,318,2022,7,26,7/26/2022
2330,315,2022,7,27,7/27/2022
2331,318,2022,7,28,7/28/2022
2332,352,2022,7,29,7/29/2022
2333,241,2022,7,30,7/30/2022
2334,223,2022,7,31,7/31/2022
2335,315,2022,8,1,8/1/2022
2336,295,2022,8,2,8/2/2022
2337,343,2022,8,3,8/3/2022
2338,327,2022,8,4,8/4/2022
2339,317,2022,8,5,8/5/2022
2340,235,2022,8,6,8/6/2022
2341,216,2022,8,7,8/7/2022
2342,329,2022,8,8,8/8/2022
2343,380,2022,8,9,8/9/2022
2344,337,2022,8,10,8/10/2022
2345,400,2022,8,11,8/11/2022
2346,387,2022,8,12,8/12/2022
2347,277,2022,8,13,8/13/2022
2348,205,2022,8,14,8/14/2022
2349,158,2022,8,15,8/15/2022
2350,309,2022,8,16,8/16/2022
2351,349,2022,8,17,8/17/2022
2352,381,2022,8,18,8/18/2022
2353,397,2022,8,19,8/19/2022
2354,255,2022,8,20,8/20/2022
2355,226,2022,8,21,8/21/2022
2356,351,2022,8,22,8/22/2022
2357,351,2022,8,23,8/23/2022
2358,309,2022,8,24,8/24/2022
2359,391,2022,8,25,8/25/2022
2360,373,2022,8,26,8/26/2022
2361,249,2022,8,27,8/27/2022
2362,236,2022,8,28,8/28/2022
2363,297,2022,8,29,8/29/2022
2364,363,2022,8,30,8/30/2022
2365,338,2022,8,31,8/31/2022
2366,370,2022,9,1,9/1/2022
2367,381,2022,9,2,9/2/2022
2368,231,2022,9,3,9/3/2022
2369,181,2022,9,4,9/4/2022
2370,241,2022,9,5,9/5/2022
2371,427,2022,9,6,9/6/2022
2372,377,2022,9,7,9/7/2022
2373,258,2022,9,8,9/8/2022
2374,183,2022,9,9,9/9/2022
2375,231,2022,9,10,9/10/2022
2376,205,2022,9,11,9/11/2022
2377,263,2022,9,12,9/12/2022
2378,294,2022,9,13,9/13/2022
2379,339,2022,9,14,9/14/2022
2380,310,2022,9,15,9/15/2022
2381,356,2022,9,16,9/16/2022
2382,254,2022,9,17,9/17/2022
2383,209,2022,9,18,9/18/2022
2384,321,2022,9,19,9/19/2022
2385,361,2022,9,20,9/20/2022
2386,303,2022,9,21,9/21/2022
2387,364,2022,9,22,9/22/2022
2388,422,2022,9,23,9/23/2022
2389,274,2022,9,24,9/24/2022
2390,203,2022,9,25,9/25/2022
2391,298,2022,9,26,9/26/2022
2392,285,2022,9,27,9/27/2022
2393,266,2022,9,28,9/28/2022
2394,308,2022,9,29,9/29/2022
2395,352,2022,9,30,9/30/2022
2396,226,2022,10,1,10/1/2022
2397,227,2022,10,2,10/2/2022
2398,285,2022,10,3,10/3/2022
2399,351,2022,10,4,10/4/2022
2400,319,2022,10,5,10/5/2022
2401,383,2022,10,6,10/6/2022
2402,384,2022,10,7,10/7/2022
2403,272,2022,10,8,10/8/2022
2404,206,2022,10,9,10/9/2022
2405,294,2022,10,10,10/10/2022
2406,364,2022,10,11,10/11/2022
2407,406,2022,10,12,10/12/2022
2408,429,2022,10,13,10/13/2022
2409,500,2022,10,14,10/14/2022
2410,318,2022,10,15,10/15/2022
2411,274,2022,10,16,10/16/2022
2412,274,2022,10,17,10/17/2022
2413,1,2022,10,29,10/29/2022
2414,82,2022,10,31,10/31/2022
2415,350,2022,11,1,11/1/2022
2416,317,2022,11,2,11/2/2022
2417,356,2022,11,3,11/3/2022
2418,451,2022,11,4,11/4/2022
2419,286,2022,11,5,11/5/2022
2420,254,2022,11,6,11/6/2022
2421,410,2022,11,7,11/7/2022
2422,418,2022,11,8,11/8/2022
2423,385,2022,11,9,11/9/2022
2424,441,2022,11,10,11/10/2022
2425,442,2022,11,11,11/11/2022
2426,271,2022,11,12,11/12/2022
2427,225,2022,11,13,11/13/2022
2428,375,2022,11,14,11/14/2022
2429,405,2022,11,15,11/15/2022
2430,370,2022,11,16,11/16/2022
2431,475,2022,11,17,11/17/2022
2432,435,2022,11,18,11/18/2022
2433,262,2022,11,19,11/19/2022
2434,218,2022,11,20,11/20/2022
2435,309,2022,11,21,11/21/2022
2436,385,2022,11,22,11/22/2022
2437,377,2022,11,23,11/23/2022
2438,108,2022,11,24,11/24/2022
2439,81,2022,11,30,11/30/2022
2440,407,2022,12,1,12/1/2022
2441,409,2022,12,2,12/2/2022
2442,274,2022,12,3,12/3/2022
2443,259,2022,12,4,12/4/2022
2444,390,2022,12,5,12/5/2022
2445,380,2022,12,6,12/6/2022
2446,402,2022,12,7,12/7/2022
2447,394,2022,12,8,12/8/2022
2448,462,2022,12,9,12/9/2022
2449,361,2022,12,10,12/10/2022
2450,309,2022,12,11,12/11/2022
2451,372,2022,12,12,12/12/2022
2452,392,2022,12,13,12/13/2022
2453,464,2022,12,14,12/14/2022
2454,596,2022,12,15,12/15/2022
2455,529,2022,12,16,12/16/2022
2456,326,2022,12,17,12/17/2022
2457,221,2022,12,18,12/18/2022
2458,414,2022,12,19,12/19/2022
2459,458,2022,12,20,12/20/2022
2460,489,2022,12,21,12/21/2022
2461,592,2022,12,22,12/22/2022
2462,590,2022,12,23,12/23/2022
2463,336,2022,12,24,12/24/2022
2464,136,2022,12,25,12/25/2022
2465,255,2022,12,26,12/26/2022
2466,393,2022,12,27,12/27/2022
2467,342,2022,12,28,12/28/2022
2468,365,2022,12,29,12/29/2022
2469,433,2022,12,30,12/30/2022
2470,369,2022,12,31,12/31/2022
2471,298,2023,1,1,1/1/2023
2472,271,2023,1,2,1/2/2023
2473,460,2023,1,3,1/3/2023
2474,481,2023,1,4,1/4/2023
2475,512,2023,1,5,1/5/2023
2476,304,2023,1,6,1/6/2023
2477,1,2023,1,7,1/7/2023
2478,54,2023,1,12,1/12/2023
2479,432,2023,1,13,1/13/2023
2480,374,2023,1,14,1/14/2023
2481,281,2023,1,15,1/15/2023
2482,376,2023,1,16,1/16/2023
2483,459,2023,1,17,1/17/2023
2484,447,2023,1,18,1/18/2023
2485,485,2023,1,19,1/19/2023
2486,474,2023,1,20,1/20/2023
2487,325,2023,1,21,1/21/2023
2488,347,2023,1,22,1/22/2023
2489,438,2023,1,23,1/23/2023
2490,466,2023,1,24,1/24/2023
2491,574,2023,1,25,1/25/2023
2492,410,2023,1,26,1/26/2023
2493,542,2023,1,27,1/27/2023
2494,397,2023,1,28,1/28/2023
2495,337,2023,1,29,1/29/2023
2496,496,2023,1,30,1/30/2023
2497,271,2023,1,31,1/31/2023
2498,154,2023,2,1,2/1/2023
2499,139,2023,2,2,2/2/2023
2500,155,2023,2,3,2/3/2023
2501,92,2023,2,4,2/4/2023
2502,91,2023,2,5,2/5/2023
2503,131,2023,2,6,2/6/2023
2504,140,2023,2,7,2/7/2023
2505,157,2023,2,8,2/8/2023
2506,186,2023,2,9,2/9/2023
2507,150,2023,2,10,2/10/2023
2508,110,2023,2,11,2/11/2023
2509,87,2023,2,12,2/12/2023
2510,149,2023,2,13,2/13/2023
2511,202,2023,2,14,2/14/2023
2512,166,2023,2,15,2/15/2023
2513,176,2023,2,16,2/16/2023
2514,122,2023,2,17,2/17/2023
2515,73,2023,2,20,2/20/2023
2516,161,2023,2,21,2/21/2023
2517,224,2023,2,22,2/22/2023
2518,243,2023,2,23,2/23/2023
2519,18,2023,2,25,2/25/2023
2520,125,2023,2,26,2/26/2023
2521,203,2023,2,27,2/27/2023
2522,101,2023,2,28,2/28/2023
2523,26,2023,3,18,3/18/2023
2524,101,2023,3,19,3/19/2023
2525,119,2023,3,20,3/20/2023
2526,196,2023,3,21,3/21/2023
2527,171,2023,3,22,3/22/2023
2528,150,2023,3,23,3/23/2023
2529,178,2023,3,24,3/24/2023
2530,127,2023,3,25,3/25/2023
2531,121,2023,3,26,3/26/2023
2532,144,2023,3,27,3/27/2023
2533,158,2023,3,28,3/28/2023
2534,150,2023,3,29,3/29/2023
2535,124,2023,3,30,3/30/2023
2536,132,2023,3,31,3/31/2023
